FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS,TARGET
7.7,-0.61,0.18,3.3,-0.027,-249,143,1.04378,3.08,0.51,10.7,0,8,2,4
6.3,-0.22,0.26,12.7,0.312,205,143,0.99526,3.26,0.19,4.6,0,7,1,4
9,0.245,0.38,-83,0.045,52,206,0.9985,2.93,-0.7,11.9,0,10,1,4
6.9,-1.07,0.25,2.4,0.098,5,16,0.9964,2.8,1.09,10.1,0,8,3,4
-1.1,-0.37,0.36,18.1,0.047,266,-162,0.99315,4.43,0.35,10,1,9,2,5
4.6,1.395,0.67,43.7,0.053,11,178,0.98515,3.79,1.76,11.5,0,5,3,3
11.7,1.59,0.39,78.4,0.069,30,259,0.96476,2.81,1.88,9.2,-2,11,Unrated,0
4.9,-0.41,0.32,62.1,-0.422,16,266,0.95684,3.26,0.38,11.5,0,6,3,6
6.1,-1.58,0.58,-43.8,0.567,112,-171,0.9909,3.3,3.44,12.3,0,7,2,6
7,0.25,-0.59,112.9,-0.505,102,-92,0.96639,3.16,0.48,11.9,0,8,3,5
17.4,1.695,1.71,2.4,0.531,10,38,0.99735,2.09,0.64,9.4,-1,9,1,2
2.4,-1.13,0.28,-32.1,0.032,24,696,0.99168,3.31,0.56,11.5,0,7,2,3
9.1,0.66,-1.21,57.5,-0.022,-57,409,0.95728,3.28,0.99,10.3,1,10,Unrated,0
6.8,0.31,-0.32,1.1,0.028,158,-202,1.03718,2.2,1.77,6.4,-1,7,2,4
5.8,0.31,1.63,49.5,0.036,23,-212,0.9916,2.75,0.03,10.5,-1,6,3,3
-6.2,0.29,0.54,5.7,-0.522,54,282,0.98976,3.34,0.34,12.9,0,6,2,6
-1.8,0.2,0.32,1.3,0.604,-151,386,0.99495,2.17,0.52,2.6,-1,7,1,3
10.2,0.51,0.31,15.1,-0.092,-183,-349,1.0532,3.38,1.83,11.9,0,8,Unrated,0
7.2,0.74,0.71,1.1,-0.186,25,80,0.992,3.67,0.4,6,-1,8,2,3
7.3,0.21,-0.5,69.8,0.04,109,149,0.9994,2.8,0.82,9,0,8,3,5
-12.3,0.26,0.28,9.4,0.026,13,362,0.99254,3.17,0.91,5.3,-1,7,1,3
19.2,1.2,1.77,2.5,0.026,31,85,1.01565,3.94,1.95,4.6,1,7,Unrated,0
-0.8,0.27,0.33,6.9,0.042,24,375,0.99215,3.35,0.82,10.7,0,7,2,3
14,0.17,3.63,29.6,-0.141,293,382,0.95447,3.68,1.65,11.4,1,8,3,5
9.2,0.16,0.49,2,0.037,18,477,0.98441,3.02,0.53,10.2,2,10,3,4
-0.9,1.8,0.69,2.2,-0.216,26,-42,1.00485,2.3,-2.12,14.4,0,7,4,4
11.4,-1.03,0.36,29,0.506,131,78,0.9921,1.83,0.7,10.4,-2,9,2,2
-5.4,0.27,0.02,64,0.2,62,140,0.99237,3.1,0.59,10.1,0,7,1,4
6.6,0.27,0.41,1.3,0.04,144,381,0.95719,3.42,0.47,7.9,-1,7,1,3
-0.9,0.23,0.16,15,0.37,-190,113,0.99178,3.1,0.55,11.9,-1,9,Unrated,0
6.8,0.17,1.2,129.5,0.034,158,-683,0.97608,3.08,0.44,12.6,-1,7,2,4
5.2,-1.2,0.36,114.2,0.287,-137,-259,0.9956,3.38,1.07,11.05,1,9,2,4
8.4,0.77,-1.24,1.4,0.024,12,471,1.01699,3.25,-1.36,10.9,0,6,2,5
-1.7,0.44,0.13,25.2,-0.201,309,173,0.95341,3.33,0.48,12.5,-1,6,2,3
8.1,1.31,2.74,2.6,0.051,18,167,0.99922,2.02,0.87,10.4,-1,10,Unrated,0
7.1,0.21,0.32,11.75,-0.438,441,33,0.993,3.57,0.57,13.8,0,8,3,5
6.2,0.27,0.26,12.1,-0.272,43,876,0.98309,3.97,0.51,11.8,-2,7,Unrated,2
9.3,0.84,0.4,-23.9,0.08,11,8,0.99549,3.23,2.22,15.8,1,10,Unrated,0
6.9,0.1,0.22,44.7,-0.226,25,339,0.94868,3.13,-1.1,11.3,0,13,Unrated,0
2.2,0.36,0.64,2.9,-0.186,-36,-221,0.998,2.06,0.95,14.2,0,11,3,4
7,1.34,1.47,33.7,0.044,-188,41,0.99987,3.26,2.06,7.9,0,7,2,4
0.8,0.31,1.08,1.8,0.559,17,80,0.98992,3.15,0.34,12.3,-1,7,4,4
16.2,0.22,-0.72,69.8,0.045,181,71,0.88978,3.61,0.63,9.8,-1,6,2,3
-4.3,-0.7,0.14,7.1,-0.206,22,56,0.9944,3.14,0.41,10.8,0,9,1,4
6.6,-0.265,-0.34,2.1,0.158,12,-157,0.94508,3,0.67,12.2,0,7,1,3
12.9,0.21,0.82,-24.6,0.157,313,-675,1.01292,3.28,-1.12,8.5,0,7,3,4
15.6,-0.67,0.3,2.3,0.406,-174,-188,0.98964,4.22,0.52,12.8,0,7,Unrated,4
-1,-0.5,0.5,18.1,0.054,50,221,1.01697,2.94,0.58,6.2,0,7,Unrated,0
-1.9,0.15,0.64,1.7,0.327,25,471,0.99088,3.01,0.51,11.9,1,8,3,5
7.5,1.76,-1.2,5.7,0.014,29,180,0.99312,3.62,0.56,22.1,0,8,2,4
6.8,0.19,1.42,9.5,-0.127,56,-234,0.95564,4.02,0.64,16.5,0,7,2,4
8.6,0.41,-0.89,2.55,0.042,-1.5,129.5,0.9998,3.36,-0.17,15.7,1,8,Unrated,0
6.9,0.41,-1.16,-14.3,0.049,36,-276,0.99007,2.89,-0.37,12.7,-1,9,Unrated,0
14,1.645,0.64,15.2,-0.496,57,484,0.99562,4.34,2.31,8.9,-1,7,2,3
5,0.6,0.16,1.5,0.049,280,97,0.9917,3.58,0.44,14.4,-1,5,Unrated,0
15.6,-0.62,0.34,-44.1,0.04,137,-9,0.9932,2.69,0.41,16.2,1,8,2,5
6.4,-0.63,0.49,13.3,0.045,-217,-128,1.01966,4.34,1.11,4.6,0,7,3,4
14.9,0.74,0.44,61.6,0.032,6,15,1.03117,2.94,0.64,11.4,-1,9,Unrated,0
6.8,0.04,0.18,3.4,0.023,-140,87,0.9902,3.14,0.53,12.7,-1,7,Unrated,0
10.7,0.43,0.39,0.4,-0.114,176,-253,0.9986,2.74,0.87,9.6,0,12,Unrated,0
6.8,0.32,-0.2,65.6,0.372,206,210,1.03657,4.13,1.82,11.2,0,7,3,4
10.6,0.09,0.36,-25.1,0.807,-97,119,0.9446,2,0.47,9.4,-1,9,1,1
18.7,1.49,1.86,12.8,0.042,-115,184,0.95817,3.99,1.3,10.7,0,8,2,4
6.5,0.3,-0.23,-37.1,-0.456,311,121,0.95122,3.06,-0.18,10.5,0,7,3,4
-3.3,-1.24,0.09,15.15,-0.189,38,277,0.9976,2.78,0.6,10,0,9,2,4
17.2,1.1,1.94,39.2,0.376,38,102,0.98819,1.91,1.53,13.7,1,7,3,6
7,1.62,0.8,126.1,0.059,-222,42,0.9935,3.52,0.33,11.6,0,8,2,6
-3.8,0.085,1.83,34.2,0.036,17,158,0.99306,3.13,0.61,9.5,-1,7,3,3
7.8,0.64,-0.32,-21.4,0.202,241,274,0.9962,3.31,0.63,11,1,8,Unrated,0
5.8,0.12,-0.5,46.9,0.052,35,207,0.95774,3.32,-0.45,11.4,1,6,3,5
9.8,0.21,-0.42,30.7,-0.538,172,80,0.99432,3.15,0.86,12.3,0,7,2,5
5.9,1.32,0.05,2.6,0.049,36,146,1.01436,2.38,2.21,13,0,6,Unrated,4
-2.7,0.645,-0.65,38.1,-0.038,14,57,0.96474,3.37,-1.24,10.1,0,8,1,3
7.1,0.56,0.14,51.5,0.531,-184,369,0.9335,3.14,0.62,9.3,1,8,Unrated,0
15,0.25,-0.18,1.3,0.437,264,366,0.94903,2.94,0.04,-0.3,0,10,Unrated,0
9.3,0.27,1.21,4.6,0.022,-153,436,0.96927,3.36,0.54,12.4,-1,6,1,3
11.1,-0.67,0.15,24.8,0.044,-282,-325,1.02168,2.9,1.75,10.2,1,7,3,5
16.1,0.94,0.27,-52.8,0.1,20,136,0.99089,2.06,-2.32,15.7,0,7,Unrated,0
-2.4,-0.4,-0.87,22.3,0.478,149,-287,0.96231,3.55,3.48,9.4,-1,7,1,0
6,0.17,-1.34,46.1,-0.468,206,108,0.9939,4.52,0.32,9.8,0,6,1,4
11.2,-0.545,0.59,-19.4,0.129,261,102,0.98212,4.66,-1.17,10.6,1,6,2,5
2.3,-1.05,0.24,6.7,-1.079,304,86,0.95779,3.24,0.57,11.3,-1,7,Unrated,0
5.7,0.25,0.21,1.5,0.046,21,108,0.98805,3.3,0.59,12.6,1,6,4,5
6.6,0.52,0.21,2.2,-0.315,14,15,0.93487,3.4,0.63,9.4,0,7,1,4
6.4,0.62,1.08,6.9,0.044,-226,-295,0.9145,2.97,0.3,16.3,-1,7,1,4
7.9,1.39,0.33,22,0.504,144,-590,1.04315,3.29,0.43,10.7,0,7,1,3
6.6,1.2,1.3,-15.2,-0.47,35,-237,0.98061,4.04,0.67,9.4,1,7,Unrated,4
-0.4,0.2,0.43,1.3,-0.278,25,155,1.03654,3.62,0.9,13.9,0,6,2,3
5.2,0.805,0.15,1.45,0.038,522,-306,0.99125,4.6,-0.06,6.6,0,6,Unrated,2
15.2,0.2,1.51,0.9,-0.547,240,21,0.96387,2.33,0.36,12,0,8,2,4
0,-0.86,-0.51,1.6,0.556,32,528,0.95836,4.04,1.94,12.5,0,8,2,5
6.8,0.07,1.45,21.35,0.044,208,169,0.9946,3.66,0.76,10.6,-1,7,1,3
-4.7,-1.16,0.32,1,-0.07,74,184,0.99096,3.22,0.72,8.2,1,7,2,5
7.5,0.49,1.39,21.9,1.208,-141,515,0.99711,2.32,-1.12,14.3,-1,8,Unrated,2
7.1,0.95,0.3,31.3,0.037,45,143,0.9932,2.93,-1.01,9.9,1,8,3,5
6.8,0.21,0.27,2.1,0.03,447,525,1.034,3.16,0.61,12.6,1,7,3,6
-1.9,0.34,-0.64,-30,-0.333,68,198,1.04195,3.36,0.37,9.5,0,10,2,4
14,0.27,1.06,1.8,0.028,104,168,0.9911,2.99,1.93,12.1,1,8,4,6
5.5,-1.27,0.85,-41,0.521,-249,525,1.04155,3.24,0.54,10,0,6,Unrated,4
6.2,0.22,0.2,20.8,0.035,58,184,0.96347,3.1,2.25,12.9,1,7,4,5
-16.7,0.32,0.21,-56.1,0.044,312,467,0.99345,2.73,0.46,10.9,-1,7,2,2
8,0.14,0.49,-25.8,0.035,251,120,0.9928,2.56,0.4,10.6,-1,9,1,4
18.6,0.16,0.23,15.5,0.05,25,256,0.99795,3.05,0.43,8.7,0,8,3,5
17.8,0.69,0.71,67.4,0.075,15,833,1.0237,3.26,0.61,9.1,-1,8,Unrated,0
3.2,0.23,0.68,-29.4,0.047,-57,133,0.96685,2.74,2.12,9.2,1,8,1,0
9.8,0.3,0.39,31.6,-0.265,-181,338,0.96446,2.86,-2.69,18,0,10,2,5
7.3,0.17,1.12,8.1,0.46,-26,385,0.99508,3.8,-1.22,10.4,2,8,Unrated,0
6.6,1.22,0.23,19.2,0.075,20,411,0.96479,3.34,0.6,12.2,0,7,1,3
6.7,-1.03,0.49,1.4,0.305,130,114,0.9914,3.32,0.42,14.6,0,7,2,5
5.8,-2.03,-1.02,-15.5,0.046,49,60,0.9975,3.17,-0.89,15.2,0,7,1,3
7.8,0.49,0.49,19.7,-0.137,-21,-30,0.9952,3.21,-0.14,10,2,9,2,5
12.5,0.12,0.25,50.5,0.018,76,-186,1.01807,3.2,0.45,5.7,1,7,3,6
10,0.36,0.27,3.2,-0.566,13,73,0.98942,5.09,-0.81,5.8,0,7,3,5
7,-0.96,1.68,15.6,0.099,-157,121,1.03644,3.2,0.94,5.1,1,7,2,6
6.6,-0.475,0.13,-52.7,0.441,104,-360,0.9922,4.04,0.52,11.5,0,6,2,3
5.7,0.255,0.6,1.2,0.5,-83,72,0.99091,4.09,0.42,9.4,0,7,2,3
7.1,1.27,1.65,1.8,-0.037,482,40,0.98069,3.34,1.82,2.2,-1,8,1,0
6.2,0.32,0.16,7,0.045,-201,-174,0.9949,3.18,1,9.6,-1,7,Unrated,3
6.8,0.18,0.3,12.8,-0.226,244,171,1.02851,3,0.52,9,-1,7,2,4
1.2,0.16,0.41,-51.8,0.026,72,108,0.991,3.02,1.81,16.5,1,8,2,5
9.5,0.26,0.35,129.8,0.067,-355,78,0.94924,2.15,0.53,9.1,0,8,Unrated,5
8.4,0.665,0.61,4.3,-0.451,92,95,1.01267,3.16,0.32,5.8,1,10,1,4
15.7,0.33,-2.01,2.6,0.04,138,-300,0.9989,3.07,1.13,17.7,0,8,1,5
10,0.275,-0.34,69.8,-0.137,216,114,0.9787,3.38,-1.49,8.6,1,6,1,5
14.4,0.39,0.45,-25,1.107,13,91,1.00542,3.03,-1.14,15.6,1,8,2,4
6.4,0.24,0.3,38.1,0.03,276,98,0.96328,3.37,0.43,12.4,-1,6,2,4
6.7,0.26,1.95,8.3,0.394,78,191,0.9953,3.23,-0.95,10.3,1,7,2,5
2.6,0.63,0.31,4.5,-1.048,-54,-88,1.03369,3.31,1.66,6.6,0,6,1,4
0.9,-0.49,0.49,-58.8,-0.458,-13,120,0.9942,3.01,0.98,4.7,0,7,2,4
0.1,-0.11,0.26,45.55,0.034,73,142,0.9945,2.45,-0.39,11.4,0,9,3,4
18.8,-0.29,0.92,2.1,-0.534,306,434,1.00398,4.26,0.5,9.5,-1,7,1,2
3.8,-0.67,1.98,14.3,0.452,-167,-20,0.95553,3.94,0.38,5,0,8,2,4
5.1,-0.125,0,-60.1,0.788,-108,-251,0.99264,3.56,0.94,15.1,1,6,3,6
1.2,0.55,0.04,30.1,1.26,43,56,0.9962,2.14,0.6,20.8,0,9,Unrated,0
7.1,0.3,0.38,-19,0.094,22,86,0.97384,4.42,-0.15,13.1,0,6,3,5
6.8,0.25,0.24,-12.65,0.053,41,211,0.9955,3.37,-0.4,9.5,0,7,2,4
16.4,0.61,1.76,2.9,-0.1,-201,74,0.99865,2.02,0.64,10.4,-1,10,1,0
6.4,0.575,0.03,68.4,-0.044,-49,-283,1.03676,3.61,1.8,6.1,1,7,Unrated,0
6,1.25,-1.06,1.3,0.426,-20,280,0.9914,3.66,-1.35,11.1,0,7,3,4
15.2,0.25,1.14,-2.6,0.54,-184,60,1.01142,3.04,0.46,7,0,8,3,5
2.6,0.34,0.3,62.3,-0.485,129,377,0.97472,4.06,0.79,15.7,0,6,2,4
3.5,-0.6,1.69,3.9,0.027,252,96,0.99035,2.33,0.6,12.6,1,7,3,7
20.2,-0.15,-1.52,-33,0.542,-116,19,1.02928,3.31,0.53,15.7,2,10,Unrated,0
0.1,0.25,1.38,27.25,0.039,37,171,0.97898,4.1,0.34,11.8,-1,7,1,0
16.5,0.58,1.43,2.9,-0.009,-133,-284,1.04172,3.17,-0.51,6.8,0,9,Unrated,0
2.7,0.3,0.33,3.7,0.03,302,173,0.9887,3.36,0.3,8.4,-1,6,Unrated,0
-3.6,0.22,-1.21,16,0.044,11,113,0.95128,3.41,-0.87,8.4,-1,6,1,3
9,0.31,-0.02,-3.7,0.028,26,-177,0.9937,2.99,0.14,9.3,1,10,2,4
12.6,-0.48,-0.84,6.65,0.129,-1,165,0.94514,0.84,0.37,11.1,-1,8,1,2
14.8,-0.09,0.67,-42.2,0.079,198,73,0.98244,3.35,-0.6,11.2,0,8,1,0
5.8,-0.38,0.59,2.7,0.049,11,102,1.01675,3.44,0.73,9.2,1,6,3,6
-12.6,1.08,-1.22,1.1,0.043,20,404,0.9927,3,0.4,11.4,-1,9,1,3
6.9,0.32,-0.08,-29.1,0.417,69,572,0.9959,3.72,0.4,8.9,1,7,3,4
6.6,0.24,0.33,-66,0.032,8,81,0.99626,3.19,-0.14,9.8,0,7,1,0
7.5,0.26,0.26,-16.85,0.084,33,214,1.0011,3.17,0.5,8,-1,8,1,2
6.5,0.38,1.48,1.4,0.142,92,69,0.9726,3.14,-0.86,13.7,0,7,2,2
8.7,0.27,2.61,99.4,0.053,32,-95,0.95748,3.36,0.37,10.4,-1,6,2,3
8.9,0.09,0.34,56.5,-0.263,66,4,0.96891,2.41,1.74,12.6,1,7,4,4
7.9,1.33,0.49,69.3,0.017,26,323,1.07587,2.54,0.39,16.6,-1,9,2,2
6,0.36,0.06,1.4,0.066,27,354,0.9934,2.99,-1.43,22.5,0,6,1,3
7.7,0.28,0.35,57.5,0.602,31,92,1.00889,3.06,1.34,9.6,-1,8,1,2
6.8,0.26,-2.1,9.3,-0.457,54,214,0.98325,3.79,0.77,13.1,-1,7,Unrated,2
8.5,-0.05,0.46,-72.1,0.104,122,152,1.04029,3.12,0.65,12.4,1,11,4,6
7,0.21,1.85,10.4,-0.41,15,108,0.95986,2.54,0.5,10.8,-2,8,3,2
-17.2,0.4,0.37,8.9,0.053,61,148,0.996,3.16,1.88,9.3,1,8,2,4
7.6,1.28,0.36,1.9,0.043,24,111,1.005,5.84,2.05,15.4,0,8,Unrated,4
-4.8,1.33,0.28,44.2,-0.286,28,108,0.99486,3.16,1.88,10.4,0,7,Unrated,0
6.8,-1.04,0.23,3.3,0.007,198,99,0.9896,1.9,0.4,11.3,0,7,2,4
8.6,0.335,0.14,1.3,0.036,69,-58,0.99212,3.47,0.46,10.5,1,5,2,4
14,0.27,0.22,27.7,0.395,-238,630,0.98875,4.03,0.29,12.3,0,6,2,4
21.5,0.44,-0.34,-2.4,-0.458,68,112,1.03923,3.05,0.5,12.6,1,8,Unrated,4
8.4,0.25,0.49,7.8,0.035,22,95,0.9935,4,1.98,12,2,9,2,6
5.1,1.22,0.32,1.1,0.044,25,147,1.01884,4.15,2.3,10.2,-1,7,Unrated,0
5.9,1.31,0.81,14.2,0.039,299,437,0.96541,3.08,0.34,15.7,-1,7,2,4
5.6,0.915,-3.1,2.1,0.041,17,-360,0.99346,3.68,1.97,11.4,0,7,Unrated,0
16.3,-0.82,-0.58,11.3,0.026,11,77,1.01508,3.13,4.05,14.8,-1,7,2,4
9.8,-0.38,0.32,2.3,0.325,-247,152,0.96383,3.25,3.38,9.4,0,11,Unrated,0
-0.2,0.25,0.01,-31.5,-0.542,77,267,1.02466,4.52,0.52,6.5,-2,7,2,2
6.5,-1.11,1.15,12.6,-0.159,34,-60,1.03976,3.37,0.68,11.4,1,7,3,6
17.7,1.65,-0.14,-28.6,0.255,65,-90,0.99276,3.39,0.5,14.5,2,6,Unrated,0
7.8,-0.98,0.24,7.7,0.047,-52,70,1.00503,2.94,0.31,9.6,0,8,1,4
6.7,1.66,0.44,18.75,0.057,-34,224,1.02468,3.11,0.65,15,1,7,2,4
6.5,-0.35,1.79,82.8,0.044,92,-139,0.96172,2.81,-2.07,13.3,-2,8,2,2
5.4,0.97,2.38,-108.8,0.026,29,204,1.05951,2.74,0.77,11.2,1,6,3,7
-0.4,-1,0.23,3.3,-0.272,34,113,1.01588,4.21,0.48,8.4,0,7,Unrated,0
7.6,0.31,0.26,16.3,0.073,40,-24,0.94729,0.86,0.31,9.8,0,8,1,3
6.9,0.72,0.17,38.2,0.509,59,-82,0.99754,3.08,-0.55,10.5,-1,7,1,2
-1.2,0.3,0.42,2.2,0.036,28,128,1.01466,2.55,-2.86,8.7,1,7,4,5
5.8,0.27,1.42,1.4,1.249,-100,-258,0.98994,2.04,0.6,11.5,-1,6,1,3
13.1,-0.09,1.85,-23.7,-0.983,21,61,1.00239,4.37,0.55,10.8,0,8,2,4
5.2,0.28,1.76,-4,0.141,-150,241,0.95921,3.21,-0.16,8.4,1,7,2,4
-9.5,0.195,1.28,33,-0.457,37,473,0.97849,3,-1.26,10.9,-1,7,Unrated,3
27.3,0.26,1.09,10.4,0.349,-198,57,0.96909,3.39,-1.65,10.6,0,6,2,3
8.2,0.18,0.38,-32.8,0.04,41,92,1.03553,2.88,3.95,12,-1,9,1,3
6.5,-0.6,-0.29,59.3,0.029,5,-65,1.01998,3.07,0.43,3.7,-2,8,Unrated,1
6.3,-0.475,0.37,30.7,0.262,37,114,1.0347,3,2.02,12.2,1,7,2,5
7.9,1.73,0.4,39.8,0.168,19,184,0.99782,3.06,0.89,13.7,0,9,1,3
6.5,0.4,0.38,8.3,0.048,-164,174,1.01167,3.14,1.15,17.8,-1,7,2,2
16.3,-0.95,0.49,23.1,0.031,44,109,1.02461,3.07,0.46,6.5,-1,8,2,3
7.4,0.11,0.41,66.2,0.084,-187,17,1.059,3.08,-0.68,9.3,1,12,Unrated,0
18.6,-1.07,0.32,2,0.121,15,28,1.04803,3.23,2.11,11.3,-2,8,3,3
14.7,0.76,1.23,4.8,-0.052,34,705,0.99437,3.01,2.19,12.9,0,9,1,0
7.5,0.22,3.05,2.6,0.464,22,-278,1.03338,3.32,2.09,10.1,-1,8,Unrated,1
-11.4,0.28,0.24,32.8,0.047,42,111,0.99242,3.1,0.45,11.8,1,7,4,5
7.8,0.86,0.34,-100.6,0.035,31,-455,0.99096,4.07,0.72,11.3,0,8,4,5
8.8,0.66,0.26,1.7,-0.042,-266,61,0.9549,3.15,0.74,7.9,1,10,Unrated,0
9.1,0.36,1.03,1.8,-0.521,-122,-177,0.99495,4.34,0.82,12.9,0,10,2,5
-0.5,0.27,0.25,5.8,0.038,227,155,0.99605,3.28,0.38,15.3,1,7,2,5
7.4,0.09,0.56,41.15,0.063,52.5,705,1.00098,3.25,1.94,4,-1,10,2,2
7.8,0.28,0.4,61.8,-0.195,-91,572,0.9976,3.34,0.44,14.9,0,9,2,4
8.5,0,0.49,-35.4,0.048,23,510,1.01413,4.16,1.21,-0.6,0,9,Unrated,2
6.2,0.32,0.49,1.6,0.05,17,-302,0.9956,3.13,0.34,3.9,0,10,2,3
-2.1,0.85,1.06,2.3,-0.418,-6,184,0.9962,3.1,1.75,10.7,0,8,1,3
16.5,0.17,0.74,12.8,0.091,-292,607,0.9942,3.26,0.98,7.3,0,8,4,6
-1.9,1.875,0.66,15.1,0.23,195,79,1.00192,5.3,1.09,9.3,-2,9,Unrated,1
9.6,0.28,2.85,1.2,-0.278,-218,-285,0.94272,3.07,-0.61,13.5,-1,8,1,3
7.2,0.21,0.36,15.7,0.045,68,-302,0.96328,2.15,0.84,9.4,0,8,Unrated,0
-2.8,-1.08,0.35,5.7,0.061,-224,-113,0.9965,2.33,1.2,5.6,1,8,1,5
6.3,0.26,0.59,-26,0.043,35,175,0.97642,2.38,0.43,7.3,1,7,2,5
6.7,0.17,-0.92,-41.1,-0.09,62,72,1.02911,2.5,1.76,9.9,0,7,2,4
8.2,0.89,-0.44,37.2,1.045,-494,53,0.97594,2.87,0.45,3,-1,9,Unrated,0
5.8,0.28,0.34,-7,0.031,-1,392,0.9896,3.74,-1.28,12.8,0,6,3,5
17.7,0.91,0.28,5.7,0.038,56,379.5,0.9948,3.59,0.43,5.4,0,6,4,5
16.3,0.28,0.34,27.2,0.054,22,130,0.99193,4.49,0.46,12,0,7,4,5
9.8,0.66,-0.33,3.2,1.124,-174,59,0.96313,3.99,1.78,11.5,1,11,Unrated,0
6.8,1.26,2.06,1.8,0.047,34,35,0.99,3.13,1.22,12.8,1,7,2,7
6,0.33,0.29,33.7,0.164,38,159,0.9919,3.41,2.12,4.1,0,7,Unrated,4
6.2,0.59,-0.7,2.1,-0.434,-255,69,0.9991,4.28,-0.56,4.4,-1,12,1,0
6.8,0.3,0.33,-50.9,0.218,60,168,0.95229,3.1,0.58,4.7,0,7,1,3
8.2,0.23,1.09,7.5,0.049,12,-144,0.9966,3.06,0.84,12.1,0,9,Unrated,4
5.7,-0.29,0.86,1,0.119,146,57,0.98185,2.52,0.46,10.2,-1,9,2,3
-2.4,0.3,1.34,136.5,0.036,20,441,1.02709,2.96,-0.68,5.2,-1,8,2,3
5.7,0.385,0.04,-34.6,0.161,70,115,1.0467,3.21,2.23,4,0,6,3,4
13.7,1.65,0.64,53.9,0.095,10,-183,0.998,4.36,1.2,12.5,0,11,2,4
10.4,0.62,0.2,8.7,0.046,-186,515,0.97256,2.4,1.96,15,0,7,3,3
11.3,1.09,-0.5,-13.7,0.029,32,110,0.97763,3.27,-0.49,12.9,0,7,1,6
6.4,0.34,1.78,-56,-0.135,19,-88,1.04393,4.05,0.34,11.7,0,7,3,4
-18,-0.26,1.05,10.4,0.077,-112,273,0.99555,3.54,0.31,11,1,7,1,0
10.1,0.345,0.26,1.9,0.802,-433,460,0.9936,3.08,1.76,9.5,1,8,Unrated,4
9.7,1.16,-1.12,1.6,0.073,-110,-275,1.00862,3.27,0.66,16,1,10,Unrated,0
7.7,1.22,0.86,3.8,-0.414,-144,139,0.99116,3.04,1.57,8.5,-1,8,1,3
17,1.58,0.48,-49.4,0.23,8,-393,0.99675,3.08,-1.1,14.4,1,12,Unrated,0
5.9,0.24,0.47,20.9,0.057,-70,577,1.0005,3.41,0.66,9,0,9,1,3
7.6,1.7,-1.33,2,0.029,-172,151,0.96915,3.04,0.33,3.6,1,8,3,4
7.4,0.32,-0.46,2.1,0.036,244,-182,0.9949,3.49,0.77,6.4,1,8,3,6
7,-0.15,0.44,1.8,0.069,15,162,1.01283,3.18,0.47,12,0,8,Unrated,0
1.5,0.15,-0.33,-8,0.062,3,232,0.9907,3.14,0.73,10.5,-1,7,1,4
-1,1.71,0.1,36.8,-0.182,30,47,1.02556,3.36,-1.21,-3.7,2,7,Unrated,6
5.3,0.26,0.23,19.95,0.034,19,160,0.9952,3.52,1.19,10.5,0,6,Unrated,5
-2.3,0.15,0.36,29.7,0.028,-119,104,0.94254,4.03,3.91,5.9,0,8,2,6
-0.1,0.25,2,2,0.035,112,-214,0.9918,3.23,1.69,9.3,1,8,2,5
7.9,-1.865,0.06,4,0.087,27,342,0.9965,3.36,0.67,10.7,0,9,1,0
8.2,0.19,0.35,-27.6,0.036,158,101,0.99315,2.08,-0.82,9.9,0,7,Unrated,0
5.8,0.05,0.31,8.5,0.049,-236,471,0.98364,2.82,0.36,12.2,1,6,3,6
8.9,0.41,0.33,69.1,0.268,28,-110,1.04814,2.27,0.52,9.4,0,8,Unrated,0
9.4,0.3,0.56,-56.8,0.566,6,117,0.9964,3.15,0.92,11.7,-1,10,2,5
6.6,0.25,1.87,2.9,0.273,299,121,0.96702,2.6,-1.9,12.2,-2,7,1,2
6.1,0.16,1.77,1.1,0.031,37,111,1.0332,2.38,0.11,16,1,7,2,5
-2.9,-0.18,1.05,1.1,0.042,35,156,0.9917,3.13,-1.03,12.4,0,8,2,3
7.5,-2.03,0.97,46.4,-0.198,67,158,0.89998,2.6,0.38,14,1,8,1,5
-2.7,0.32,1.63,8.5,0.051,263,-236,0.9943,2.85,-0.07,4.7,1,7,Unrated,0
-2.2,0.25,0.12,9.2,0.324,104,150,0.95451,2.28,0.87,11.5,0,8,2,4
5.3,0.76,0.41,2.7,0.412,130,105,0.9932,3.34,0.83,9.2,-2,6,Unrated,1
6.8,0.42,0.26,1.5,0.017,-59,102,0.9894,3.38,2.08,14.3,0,6,4,5
18.7,0.15,0.4,2,0.05,-236,92,0.9932,3.15,0.45,7.8,1,8,3,4
9.1,0.27,2.09,-40.9,-0.118,-252,-36,1.03905,4.33,0.46,10.1,0,10,Unrated,3
13.8,0.28,0.52,-50.4,-1.108,362,110,0.99494,3.1,1.39,12,0,7,2,4
6.6,-0.305,0.04,-24.2,0.238,3,249,0.95836,3.22,0.58,10.8,0,8,Unrated,0
8.2,1.6,0.33,-38.6,-0.024,230,118,1.00404,3.89,0.4,17.9,0,9,Unrated,0
7.7,1.61,0.19,-11.3,-0.353,30,577,0.98291,2.44,0.5,10,0,10,Unrated,0
11.1,0.58,0.07,1.3,0.043,-132,149,0.9944,4.44,0.57,11,0,6,1,3
5,0.55,0.55,-31.4,0.083,25,68,0.9995,3.15,-0.78,10.4,0,13,1,0
